submitted_item	validated_id	current_symbol
FBgn0261562	FBgn0261562	CG42676
FBgn0027790	FBgn0027790	GV1
FBgn0035279	FBgn0035279	Cpr62Ba
FBgn0035280	FBgn0035280	Cpr62Bb
FBgn0035281	FBgn0035281	Cpr62Bc
FBgn0035283	FBgn0035283	CG12024
FBgn0004636	FBgn0004636	Rap1
FBgn0042712	FBgn0042712	HBS1
FBgn0035285	FBgn0035285	CG12025
FBgn0002183	FBgn0002183	dre4
FBgn0000109	FBgn0000109	Aprt
FBgn0262624	FBgn0262624	Tmhs
FBgn0035290	FBgn0035290	dsb
FBgn0035293	FBgn0035293	CG5687
FBgn0035294	FBgn0035294	Mfap1
FBgn0002872	FBgn0002872	mu2
FBgn0035295	FBgn0035295	Cnb
FBgn0265988	FBgn0288310	mv
FBgn0035298	FBgn0035298	SCOT
FBgn0027547	FBgn0027547	CG1927
FBgn0086906	FBgn0086906	sls
FBgn0052311	FBgn0052311	zormin
FBgn0035308	FBgn0035308	CG15822
FBgn0035309	FBgn0035309	CG15879
FBgn0026570	FBgn0026570	CG5704
FBgn0035318	FBgn0035318	CG9018
FBgn0035321	FBgn0035321	CG1275
FBgn0015359	FBgn0015359	CG2034
FBgn0015360	FBgn0015360	oxt
FBgn0035323	FBgn0035323	CG13807
FBgn0000543	FBgn0000543	ecd
FBgn0035333	FBgn0035333	CG1317
FBgn0035334	FBgn0035334	CG8993
FBgn0035335	FBgn0035335	mRpL23
FBgn0035336	FBgn0035336	CG9004
FBgn0035337	FBgn0035337	CG15877
FBgn0266696	FBgn0266696	Svil
FBgn0035346	FBgn0035346	CG1146
FBgn0035348	FBgn0035348	CG16758
FBgn0010905	FBgn0010905	Spn
FBgn0266680	FBgn0266680	lncRNA:CR45170
FBgn0010909	FBgn0010909	msn
FBgn0261602	FBgn0261602	RpL8
FBgn0016794	FBgn0016794	dos
FBgn0028504	FBgn0028504	CG12182
FBgn0035355	FBgn0035355	CG16985
FBgn0035356	FBgn0035356	CG16986
FBgn0011828	FBgn0011828	Pxn
FBgn0027082	FBgn0027082	ProRS-m
FBgn0052296	FBgn0052296	Mrtf
FBgn0035370	FBgn0035370	Non2
FBgn0035371	FBgn0035371	AhcyL1
FBgn0035372	FBgn0035372	CG12093
FBgn0044452	FBgn0044452	Atg2
FBgn0035374	FBgn0035374	mRpS35
FBgn0035375	FBgn0035375	Pgant6
FBgn0263392	FBgn0263392	Tet
FBgn0035379	FBgn0035379	spz5
FBgn0035383	FBgn0035383	CPT2
FBgn0035388	FBgn0035388	CG2162
FBgn0040308	FBgn0040308	Prx4
FBgn0035390	FBgn0035390	scramb2
FBgn0052484	FBgn0052484	Sk2
FBgn0052485	FBgn0052485	CG32485
FBgn0035393	FBgn0035393	CG16753
FBgn0266918	FBgn0266918	CG32486
FBgn0035397	FBgn0035397	PAN3
FBgn0003938	FBgn0003938	snRNA:U5:63BC
FBgn0035398	FBgn0035398	Cht7
FBgn0052286	FBgn0052286	tRNA:Cys-GCA-1-4
FBgn0026189	FBgn0026189	promL
FBgn0035400	FBgn0035400	CG11537
FBgn0035401	FBgn0035401	Alg2
FBgn0035402	FBgn0035402	Usp5
FBgn0263108	FBgn0263108	BtbVII
FBgn0266582	FBgn0266582	ND-30
FBgn0035405	FBgn0035405	CG15812
FBgn0024194	FBgn0024194	rasp
FBgn0035407	FBgn0035407	Asciz
FBgn0052280	FBgn0052280	CG32280
FBgn0052278	FBgn0052278	CG32278
FBgn0052281	FBgn0052281	CG32281
FBgn0283724	FBgn0283724	Girdin
FBgn0260026	FBgn0260026	CG42494
FBgn0035414	FBgn0035414	CG14965
FBgn0001233	FBgn0001233	Hsp83
FBgn0035415	FBgn0035415	CG14966
FBgn0047135	FBgn0047135	CG32276
FBgn0286567	FBgn0286567	gry
FBgn0035420	FBgn0035420	hob
FBgn0035421	FBgn0035421	nSMase
FBgn0035422	FBgn0035422	RpL28
FBgn0086068	FBgn0086068	snoRNA:Or-CD12
FBgn0086069	FBgn0086069	snoRNA:Me28S-C3351
FBgn0035423	FBgn0035423	eIF1
FBgn0035424	FBgn0035424	Larp4B
FBgn0035425	FBgn0035425	CG17746
FBgn0263617	FBgn0263617	lncRNA:CR43626
FBgn0035427	FBgn0035427	ckd
FBgn0085294	FBgn0085294	CG34265
FBgn0035428	FBgn0035428	CG14960
FBgn0035429	FBgn0035429	CG12017
FBgn0035430	FBgn0035430	CG12009
FBgn0035431	FBgn0035431	CG14968
FBgn0035432	FBgn0035432	ZnT63C
FBgn0035434	FBgn0035434	Drsl5
FBgn0035435	FBgn0035435	PIG-C
FBgn0035437	FBgn0035437	Strip
FBgn0035438	FBgn0035438	Gtpx
FBgn0035440	FBgn0035440	CG14969
FBgn0004167	FBgn0004167	kst
FBgn0283461	FBgn0283461	Drs
FBgn0027616	FBgn0027616	Ythdc1
FBgn0035443	FBgn0035443	CG12010
FBgn0035444	FBgn0035444	CG12012
FBgn0267301	FBgn0267301	lncRNA:CR45737
FBgn0014388	FBgn0014388	sty
FBgn0262260	FBgn0262260	mir-2282
FBgn0026259	FBgn0026259	eIF5B
FBgn0041164	FBgn0041164	armi
FBgn0035449	FBgn0035449	CG14971
FBgn0052267	FBgn0052267	CG32267
FBgn0259224	FBgn0259224	CG42324
FBgn0001254	FBgn0001254	ImpE2
FBgn0005640	FBgn0005640	Eip63E
FBgn0267470	FBgn0267470	lncRNA:CR45820
FBgn0035452	FBgn0035452	CG10359
FBgn0263239	FBgn0263239	dar1
FBgn0052264	FBgn0052264	CG32264
FBgn0035461	FBgn0035461	ntc
FBgn0035462	FBgn0035462	IntS10
FBgn0052262	FBgn0052262	CG32262
FBgn0035464	FBgn0035464	PIG-B
FBgn0004888	FBgn0004888	Scsα1
FBgn0004875	FBgn0004875	enc
FBgn0064227	FBgn0064227	Rdh
FBgn0026592	FBgn0026592	Fie
FBgn0083987	FBgn0083987	snRNA:U11
FBgn0035469	FBgn0035469	Lamtor4
FBgn0035470	FBgn0035470	Ccz1
FBgn0003943	FBgn0003943	Ubi-p63E
FBgn0035471	FBgn0035471	Sc2
FBgn0041147	FBgn0041147	ida
FBgn0035473	FBgn0035473	mge
FBgn0004910	FBgn0004910	Eip63F-1
FBgn0035475	FBgn0035475	CG10866
FBgn0027552	FBgn0027552	CG10863
FBgn0035480	FBgn0035480	CG14984
FBgn0004880	FBgn0004880	scrt
FBgn0035482	FBgn0035482	CG14985
FBgn0035483	FBgn0035483	Mul1
FBgn0035488	FBgn0035488	CG11593
FBgn0263832	FBgn0263832	Rcd5
FBgn0035490	FBgn0035490	CG1136
FBgn0035491	FBgn0035491	Dpy-30L2
FBgn0024179	FBgn0024179	wit
FBgn0016013	FBgn0016013	Faa
FBgn0035497	FBgn0035497	CG14995
FBgn0035498	FBgn0035498	Fit1
FBgn0028484	FBgn0028484	Ack
FBgn0035499	FBgn0035499	Chd64
FBgn0264693	FBgn0264693	ens
FBgn0260985	FBgn0260985	RfC4
FBgn0004574	FBgn0004574	Rop
FBgn0003206	FBgn0003206	Ras64B
FBgn0035501	FBgn0035501	CG1299
FBgn0259986	FBgn0259986	nab
FBgn0011653	FBgn0011653	mas
FBgn0261274	FBgn0261274	Ero1L
FBgn0035505	FBgn0035505	Teh2
FBgn0028664	FBgn0028664	VhaM9.7-c
FBgn0263110	FBgn0263110	CG43367
FBgn0035508	FBgn0035508	CG15005
FBgn0035510	FBgn0035510	Cpr64Aa
FBgn0035511	FBgn0035511	Cpr64Ab
FBgn0035512	FBgn0035512	Cpr64Ac
FBgn0035513	FBgn0035513	Cpr64Ad
FBgn0001257	FBgn0001257	ImpL2
FBgn0035515	FBgn0035515	CG14997
FBgn0011692	FBgn0011692	pav
FBgn0041171	FBgn0041171	ago
FBgn0035517	FBgn0035517	CG1265
FBgn0035518	FBgn0035518	CG15011
FBgn0035519	FBgn0035519	CG1309
FBgn0035520	FBgn0035520	CG11586
FBgn0035521	FBgn0035521	VhaM9.7-a
FBgn0035522	FBgn0035522	CG1273
FBgn0035523	FBgn0035523	Ctl1
FBgn0035524	FBgn0035524	CG11583
FBgn0035526	FBgn0035526	CG1316
FBgn0015829	FBgn0015829	TfIIEβ
FBgn0041630	FBgn0041630	Hexo1
FBgn0035528	FBgn0035528	CG15012
FBgn0035529	FBgn0035529	Fdx2
FBgn0066365	FBgn0066365	dyl
FBgn0052251	FBgn0052251	Claspin
FBgn0052250	FBgn0052250	PMP34
FBgn0035532	FBgn0035532	CG15014
FBgn0035533	FBgn0035533	Cip4
FBgn0266649	FBgn0266649	lncRNA:CR45156
FBgn0035534	FBgn0035534	mRpS6
FBgn0035537	FBgn0035537	CG11342
FBgn0035539	FBgn0035539	slow
FBgn0035540	FBgn0035540	Syx17
FBgn0035541	FBgn0035541	CG15019
FBgn0035542	FBgn0035542	TP53INP
FBgn0035544	FBgn0035544	CG15021
FBgn0035551	FBgn0035551	CG7465
FBgn0035553	FBgn0035553	CG13722
FBgn0035555	FBgn0035555	CG13720
FBgn0261526	FBgn0261526	NT1
FBgn0014073	FBgn0014073	Tie
FBgn0035557	FBgn0035557	CG11353
FBgn0052243	FBgn0052243	CG32243
FBgn0035558	FBgn0035558	CG11357
FBgn0262733	FBgn0262733	Src64B
FBgn0015805	FBgn0015805	HDAC1
FBgn0035574	FBgn0035574	RhoGEF64C
FBgn0267646	FBgn0267646	lncRNA:CR45984
FBgn0267471	FBgn0267471	lncRNA:CR45821
FBgn0267304	FBgn0267304	lncRNA:CR45740
FBgn0261797	FBgn0261797	Dhc64C
FBgn0027085	FBgn0027085	LeuRS-m
FBgn0035578	FBgn0035578	CG13707
FBgn0035583	FBgn0035583	hoka
FBgn0005775	FBgn0005775	Con
FBgn0040842	FBgn0040842	CG15212
FBgn0040843	FBgn0040843	CG15213
FBgn0035593	FBgn0035593	Yod1
FBgn0035592	FBgn0035592	CG10674
FBgn0035591	FBgn0035591	CG4611
FBgn0035590	FBgn0035590	Tcs5
FBgn0035589	FBgn0035589	CHMP2B
FBgn0035588	FBgn0035588	Dhrs4
FBgn0035586	FBgn0035586	Fitm
FBgn0028962	FBgn0028962	AlaRS-m
FBgn0263831	FBgn0263831	Gen
FBgn0010747	FBgn0010747	Srp54k
FBgn0052423	FBgn0052423	shep
FBgn0016031	FBgn0016031	lama
FBgn0004380	FBgn0004380	Klp64D
FBgn0035600	FBgn0035600	Cyt-c1
FBgn0035601	FBgn0035601	Uev1A
FBgn0260856	FBgn0260856	Membrin
FBgn0035603	FBgn0035603	Pfdn4
FBgn0035612	FBgn0035612	frm
FBgn0010894	FBgn0010894	sinu
FBgn0029118	FBgn0029118	ScsβG
FBgn0029121	FBgn0029121	Sras
FBgn0040239	FBgn0040239	bc10
FBgn0015766	FBgn0015766	Msr-110
FBgn0035617	FBgn0035617	l(3)psg2
FBgn0035622	FBgn0035622	TM9SF3
FBgn0035623	FBgn0035623	mthl2
FBgn0035624	FBgn0035624	Eaf6
FBgn0035625	FBgn0035625	Blimp-1
FBgn0035627	FBgn0035627	Sse
FBgn0263106	FBgn0263106	DnaJ-1
FBgn0016756	FBgn0016756	Usp47
FBgn0035630	FBgn0035630	CG10576
FBgn0083044	FBgn0083044	snoRNA:Ψ18S-1397
FBgn0065058	FBgn0065058	snoRNA:684
FBgn0082994	FBgn0082994	snoRNA:Ψ28S-1837c
FBgn0263488	FBgn0263488	sncRNA:CR43603
FBgn0035631	FBgn0035631	Txl
FBgn0260936	FBgn0260936	scny
FBgn0052418	FBgn0052418	vito
FBgn0040298	FBgn0040298	Myt1
FBgn0035636	FBgn0035636	Cralbp
FBgn0086694	FBgn0086694	Bre1
FBgn0283472	FBgn0283472	S6k
FBgn0259167	FBgn0259167	CG42272
FBgn0035639	FBgn0035639	kri
FBgn0035640	FBgn0035640	mad2
FBgn0003984	FBgn0003984	vn
FBgn0035644	FBgn0035644	PolE2
FBgn0052409	FBgn0052409	CG32409
FBgn0052412	FBgn0052412	QC
FBgn0053523	FBgn0053523	CG33523
FBgn0002638	FBgn0002638	Rcc1
FBgn0053993	FBgn0053993	Egfrap
FBgn0035656	FBgn0035656	CG10479
FBgn0028980	FBgn0028980	tant
FBgn0035674	FBgn0035674	CG13295
FBgn0035675	FBgn0035675	CG6610
FBgn0035678	FBgn0035678	CG10469
FBgn0035679	FBgn0035679	CG10467
FBgn0061492	FBgn0061492	loj
FBgn0086611	FBgn0086611	Lcp65Ag3
FBgn0020637	FBgn0020637	Lcp65Ag2
FBgn0020638	FBgn0020638	Lcp65Ag1
FBgn0020640	FBgn0020640	Lcp65Ae
FBgn0020641	FBgn0020641	Lcp65Ad
FBgn0020642	FBgn0020642	Lcp65Ac
FBgn0020765	FBgn0020765	Acp65Aa
FBgn0266970	FBgn0266970	lncRNA:CR45421
FBgn0035688	FBgn0035688	fmt
FBgn0035689	FBgn0035689	CG7376
FBgn0035690	FBgn0035690	CG10274
FBgn0022699	FBgn0022699	D19B
FBgn0262985	FBgn0262985	CG43293
FBgn0022935	FBgn0022935	D19A
FBgn0035691	FBgn0035691	CG7386
FBgn0035692	FBgn0035692	Sf3b6
FBgn0024921	FBgn0024921	Tnpo
FBgn0002526	FBgn0002526	LanA
FBgn0035696	FBgn0035696	Best2
FBgn0001258	FBgn0001258	Ldh
FBgn0035699	FBgn0035699	CG13300
FBgn0259969	FBgn0259969	Sfp65A
FBgn0261801	FBgn0261801	CG42747
FBgn0035702	FBgn0035702	CG10147
FBgn0035703	FBgn0035703	Bulli
FBgn0035704	FBgn0035704	Vps8
FBgn0020251	FBgn0020251	sfl
FBgn0267641	FBgn0267641	lncRNA:CR45979
FBgn0042185	FBgn0042185	MCU
FBgn0263973	FBgn0263973	jv
FBgn0286051	FBgn0286051	Rexo5
FBgn0035710	FBgn0035710	SP1173
FBgn0005626	FBgn0005626	ple
FBgn0266966	FBgn0266966	lncRNA:CR45417
FBgn0261934	FBgn0261934	dikar
FBgn0035713	FBgn0035713	velo
FBgn0035714	FBgn0035714	Sbds
FBgn0035715	FBgn0035715	Ist1
FBgn0267323	FBgn0267323	lncRNA:CR45759
FBgn0086680	FBgn0086680	vvl
FBgn0035718	FBgn0035718	CG14820
FBgn0266963	FBgn0266963	lncRNA:CR45414
FBgn0035719	FBgn0035719	tow
FBgn0035720	FBgn0035720	CG10077
FBgn0035721	FBgn0035721	CG9948
FBgn0035722	FBgn0035722	CG10075
FBgn0029117	FBgn0029117	Surf1
FBgn0261445	FBgn0261445	sgl
FBgn0035725	FBgn0035725	Mis12
FBgn0035726	FBgn0035726	CG9953
FBgn0001104	FBgn0001104	Gαi
FBgn0047205	FBgn0047205	lncRNA:CR32385
FBgn0260660	FBgn0260660	Mp
FBgn0035735	FBgn0035735	Cpr65Ea
FBgn0035737	FBgn0035737	Cpr65Ec
FBgn0053556	FBgn0053556	form3
FBgn0002775	FBgn0002775	msl-3
FBgn0023001	FBgn0023001	melt
FBgn0259173	FBgn0259173	corn
FBgn0261111	FBgn0261111	BHD
FBgn0035753	FBgn0035753	RpL18
FBgn0024542	FBgn0024542	Neos
FBgn0028648	FBgn0028648	mRpL50
FBgn0012058	FBgn0012058	Cdc27
FBgn0035754	FBgn0035754	MED4
FBgn0035755	FBgn0035755	CG14830
FBgn0035760	FBgn0035760	CG8607
FBgn0035761	FBgn0035761	RhoGEF4
FBgn0035762	FBgn0035762	Rint1
FBgn0035763	FBgn0035763	mrva
FBgn0035766	FBgn0035766	eco
FBgn0011640	FBgn0011640	lark
FBgn0035767	FBgn0035767	Cln7
FBgn0015298	FBgn0015298	Srp19
FBgn0019662	FBgn0019662	qm
FBgn0035769	FBgn0035769	CTCF
FBgn0267472	FBgn0267472	asRNA:CR45822
FBgn0035770	FBgn0035770	pst
FBgn0035771	FBgn0035771	Sec63
FBgn0035772	FBgn0035772	Sh3β
FBgn0082598	FBgn0082598	akirin
FBgn0052380	FBgn0052380	SMSr
FBgn0016983	FBgn0016983	smid
FBgn0035777	FBgn0035777	CG8563
FBgn0014011	FBgn0014011	Rac2
FBgn0035793	FBgn0035793	CG7546
FBgn0268063	FBgn0268063	ltl
FBgn0028582	FBgn0028582	lqf
FBgn0052376	FBgn0052376	CG32376
FBgn0035802	FBgn0035802	Pura
FBgn0267526	FBgn0267526	lncRNA:CR45866
FBgn0053276	FBgn0053276	Urm1
FBgn0035805	FBgn0035805	CG7506
FBgn0052373	FBgn0052373	CG32373
FBgn0035806	FBgn0035806	PGRP-SD
FBgn0035807	FBgn0035807	CG7492
FBgn0035812	FBgn0035812	CG7457
FBgn0035815	FBgn0035815	Snmp2
FBgn0035816	FBgn0035816	CG13685
FBgn0052369	FBgn0052369	CG32369
FBgn0016694	FBgn0016694	Pdp1
FBgn0052365	FBgn0052365	CG32365
FBgn0003041	FBgn0003041	pbl
FBgn0035824	FBgn0035824	CG8281
FBgn0035825	FBgn0035825	Tmem43
FBgn0052368	FBgn0052368	lncRNA:CR32368
FBgn0024187	FBgn0024187	syd
FBgn0035827	FBgn0035827	Srp9
FBgn0010406	FBgn0010406	RNaseX25
FBgn0027554	FBgn0027554	CG8042
FBgn0035829	FBgn0035829	HP4
FBgn0035830	FBgn0035830	CG8209
FBgn0035831	FBgn0035831	Pop4
FBgn0011817	FBgn0011817	nmo
FBgn0026263	FBgn0026263	bip1
FBgn0262579	FBgn0262579	Sarm
FBgn0035833	FBgn0035833	CG7565
FBgn0027549	FBgn0027549	Nulp1
FBgn0262716	FBgn0262716	Arp3
FBgn0026252	FBgn0026252	msk
FBgn0035838	FBgn0035838	ldbr
FBgn0035839	FBgn0035839	CG7550
FBgn0042112	FBgn0042112	mRpL36
FBgn0029113	FBgn0029113	Uba2
FBgn0010350	FBgn0010350	Cds
FBgn0035842	FBgn0035842	Setx
FBgn0002899	FBgn0002899	mus301
FBgn0035844	FBgn0035844	CG13676
FBgn0259916	FBgn0259916	CG42445
FBgn0035845	FBgn0035845	CG13675
FBgn0040290	FBgn0040290	RecQ4
FBgn0020392	FBgn0020392	Nmt
FBgn0035848	FBgn0035848	Uxs
FBgn0035849	FBgn0035849	ERR
FBgn0035850	FBgn0035850	Atg18a
FBgn0035851	FBgn0035851	MED24
FBgn0035853	FBgn0035853	UbcE2M
FBgn0035854	FBgn0035854	Dhps
FBgn0052364	FBgn0052364	tut
FBgn0040832	FBgn0040832	CG8012
FBgn0035859	FBgn0035859	CG13678
FBgn0027569	FBgn0027569	cert
FBgn0035865	FBgn0035865	CG7201
FBgn0015793	FBgn0015793	Rab19
FBgn0035866	FBgn0035866	Arl5
FBgn0035867	FBgn0035867	CG13671
FBgn0035868	FBgn0035868	CG7194
FBgn0087039	FBgn0087039	Sbp2
FBgn0035871	FBgn0035871	BI-1
FBgn0266958	FBgn0266958	lncRNA:CR45409
FBgn0035872	FBgn0035872	Cpsf6
FBgn0250833	FBgn0250833	CG34461
FBgn0035875	FBgn0035875	Cpr66Cb
FBgn0035876	FBgn0035876	Pex2
FBgn0011762	FBgn0011762	Prim1
FBgn0035877	FBgn0035877	CG7083
FBgn0035878	FBgn0035878	CG7182
FBgn0035879	FBgn0035879	GAPcenA
FBgn0035880	FBgn0035880	Culd
FBgn0001248	FBgn0001248	Idh
FBgn0001253	FBgn0001253	ImpE1
FBgn0035890	FBgn0035890	CG13667
FBgn0265102	FBgn0265102	Oseg1
FBgn0266667	FBgn0266667	Exo70
FBgn0052354	FBgn0052354	CG32354
FBgn0020224	FBgn0020224	Cbl
FBgn0263352	FBgn0263352	Unr
FBgn0035896	FBgn0035896	CG6983
FBgn0010825	FBgn0010825	Gug
FBgn0262719	FBgn0262719	CG43163
FBgn0035900	FBgn0035900	ZC3H3
FBgn0035901	FBgn0035901	Pus7
FBgn0035902	FBgn0035902	CG6683
FBgn0035904	FBgn0035904	GstO3
FBgn0086348	FBgn0086348	se
FBgn0035906	FBgn0035906	GstO2
FBgn0035907	FBgn0035907	GstO1
FBgn0024236	FBgn0024236	foi
FBgn0035909	FBgn0035909	ergic53
FBgn0260442	FBgn0260442	rhea
FBgn0264511	FBgn0264511	lncRNA:CR43910
FBgn0262387	FBgn0262387	mir-190
FBgn0035911	FBgn0035911	CG6638
FBgn0017430	FBgn0017430	Nelf-E
FBgn0017579	FBgn0017579	RpL14
FBgn0060292	FBgn0060292	snoRNA:U49:66Da
FBgn0060291	FBgn0060291	snoRNA:U49:66Db
FBgn0017429	FBgn0017429	CG5989
FBgn0035916	FBgn0035916	GAPsec
FBgn0035918	FBgn0035918	Cdc6
FBgn0052029	FBgn0052029	Cpr66D
FBgn0001168	FBgn0001168	hry
FBgn0011509	FBgn0011509	SrpRβ
FBgn0052022	FBgn0052022	CG32022
FBgn0035923	FBgn0035923	CG6511
FBgn0003149	FBgn0003149	Prm
FBgn0266084	FBgn0266084	Fhos
FBgn0263930	FBgn0263930	dally
FBgn0020633	FBgn0020633	Mcm7
FBgn0035936	FBgn0035936	Tsp66E
FBgn0264701	FBgn0264701	lncRNA:CR43970
FBgn0264305	FBgn0264305	CG43783
FBgn0264307	FBgn0264307	orb2
FBgn0040321	FBgn0040321	GNBP3
FBgn0011787	FBgn0011787	mRpL12
FBgn0035942	FBgn0035942	ValRS-m
FBgn0035944	FBgn0035944	CG5021
FBgn0035945	FBgn0035945	CG5026
FBgn0086706	FBgn0086706	pix
FBgn0035947	FBgn0035947	Srp68
FBgn0263199	FBgn0263199	Galk
FBgn0035951	FBgn0035951	CG5068
FBgn0016070	FBgn0016070	smg
FBgn0035953	FBgn0035953	CG5087
FBgn0035954	FBgn0035954	Doc3
FBgn0035956	FBgn0035956	Doc2
FBgn0028789	FBgn0028789	Doc1
FBgn0000116	FBgn0000116	Argk1
FBgn0035959	FBgn0035959	CG4911
FBgn0035960	FBgn0035960	CG4942
FBgn0043806	FBgn0043806	CG32032
FBgn0011206	FBgn0011206	bol
FBgn0035964	FBgn0035964	Dhpr
FBgn0035965	FBgn0035965	Use1
FBgn0004244	FBgn0004244	Rdl
FBgn0035968	FBgn0035968	Slc45-1
FBgn0035975	FBgn0035975	PGRP-LA
FBgn0035976	FBgn0035976	PGRP-LC
FBgn0035978	FBgn0035978	UGP
FBgn0052040	FBgn0052040	CG32040
FBgn0052039	FBgn0052039	Svip
FBgn0085484	FBgn0085484	Pdxk
FBgn0004379	FBgn0004379	Klp67A
FBgn0035980	FBgn0035980	mRRF1
FBgn0035981	FBgn0035981	CG4452
FBgn0011769	FBgn0011769	Fdx1
FBgn0001229	FBgn0001229	Hsp67Bc
FBgn0001225	FBgn0001225	Hsp26
FBgn0001227	FBgn0001227	Hsp67Ba
FBgn0001224	FBgn0001224	Hsp23
FBgn0001226	FBgn0001226	Hsp27
FBgn0035983	FBgn0035983	CG4080
FBgn0015218	FBgn0015218	eIF4E1
FBgn0035985	FBgn0035985	Cpr67B
FBgn0035986	FBgn0035986	CG4022
FBgn0035987	FBgn0288470	Cpsf5
FBgn0035989	FBgn0035989	Atat
FBgn0023129	FBgn0023129	aay
FBgn0015296	FBgn0015296	Shc
FBgn0005533	FBgn0005533	RpS17
FBgn0082953	FBgn0082953	snoRNA:Ψ28S-612
FBgn0040305	FBgn0040305	MTF-1
FBgn0260431	FBgn0260431	CG42526
FBgn0260859	FBgn0260859	Bet3
FBgn0035993	FBgn0035993	Nf-YA
FBgn0035995	FBgn0035995	CG3529
FBgn0035996	FBgn0035996	CG3448
FBgn0266124	FBgn0266124	ghi
FBgn0035997	FBgn0035997	phol
FBgn0035999	FBgn0035999	CG3552
FBgn0035998	FBgn0035998	CG3437
FBgn0036000	FBgn0036000	CG3434
FBgn0266101	FBgn0266101	CG44838
FBgn0011327	FBgn0011327	Uch-L5
FBgn0036004	FBgn0036004	Jarid2
FBgn0036005	FBgn0036005	pall
FBgn0052036	FBgn0052036	CG32036
FBgn0052037	FBgn0052037	CG32037
FBgn0036007	FBgn0036007	path
FBgn0036008	FBgn0036008	CG3408
FBgn0010408	FBgn0010408	RpS9
FBgn0267534	FBgn0267534	asRNA:CR45874
FBgn0261555	FBgn0261555	CG42673
FBgn0267348	FBgn0267348	LanB2
FBgn0036018	FBgn0036018	CG3335
FBgn0036020	FBgn0036020	Cyp40
FBgn0016081	FBgn0016081	fry
FBgn0036028	FBgn0036028	CG16717
FBgn0036030	FBgn0036030	Prps
FBgn0015321	FBgn0015321	Ubc4
FBgn0036032	FBgn0036032	CG16711
FBgn0040475	FBgn0040475	SH3PX1
FBgn0045823	FBgn0045823	vsg
FBgn0036035	FBgn0036035	CG18178
FBgn0036036	FBgn0036036	CG14174
FBgn0261530	FBgn0261530	nbs
FBgn0036038	FBgn0036038	defl
FBgn0036039	FBgn0036039	Naa60
FBgn0019644	FBgn0019644	ATPsynB
FBgn0036040	FBgn0036040	CG6749
FBgn0259163	FBgn0259163	CG42268
FBgn0036043	FBgn0036043	Ae2
FBgn0264489	FBgn0264489	CG43897
FBgn0028429	FBgn0028429	I-2
FBgn0015618	FBgn0015618	Cdk8
FBgn0004390	FBgn0004390	RasGAP1
FBgn0036052	FBgn0036052	CG10809
FBgn0036053	FBgn0036053	iPLA2-VIA
FBgn0027567	FBgn0027567	Ciz1
FBgn0085411	FBgn0085411	CG34382
FBgn0011836	FBgn0011836	Taf2
FBgn0025866	FBgn0025866	CalpB
FBgn0036058	FBgn0036058	CG6707
FBgn0036059	FBgn0036059	nudE
FBgn0036062	FBgn0036062	CG6685
FBgn0026404	FBgn0026404	Dronc
FBgn0036063	FBgn0036063	CG6674
FBgn0000451	FBgn0000451	ect
FBgn0286739	FBgn0286739	snoRNA:Me28S-C993
FBgn0265731	FBgn0265731	lncRNA:CR44538
FBgn0036075	FBgn0036075	CG8065
FBgn0052055	FBgn0052055	CG32055
FBgn0052056	FBgn0052056	scramb1
FBgn0267668	FBgn0267668	lncRNA:CR46006
FBgn0011802	FBgn0011802	Gem3
FBgn0052062	FBgn0052062	Rbfox1
FBgn0001179	FBgn0001179	hay
FBgn0054001	FBgn0054001	CG34001
FBgn0000629	FBgn0000629	E(z)
FBgn0036090	FBgn0036090	Cnep1r2
FBgn0052066	FBgn0052066	CG32066
FBgn0036096	FBgn0036096	CG8003
FBgn0052068	FBgn0052068	Adi1
FBgn0010762	FBgn0010762	simj
FBgn0036099	FBgn0036099	CG11811
FBgn0053493	FBgn0053493	CG33493
FBgn0047038	FBgn0047038	ND-13B
FBgn0036101	FBgn0036101	NijA
FBgn0262890	FBgn0262890	CG43245
FBgn0026160	FBgn0026160	tna
FBgn0266679	FBgn0266679	lncRNA:CR45169
FBgn0036104	FBgn0036104	CG6418
FBgn0036105	FBgn0036105	Blos4
FBgn0036106	FBgn0036106	CG6409
FBgn0036107	FBgn0036107	galla-2
FBgn0027615	FBgn0027615	OXA1L
FBgn0036108	FBgn0036108	Cpr67Fa1
FBgn0036109	FBgn0036109	Cpr67Fa2
FBgn0266681	FBgn0266681	asRNA:CR45171
FBgn0036111	FBgn0036111	Aps
FBgn0036112	FBgn0036112	CG14147
FBgn0013469	FBgn0013469	klu
FBgn0086077	FBgn0086077	snoRNA:Me18S-G962
FBgn0036116	FBgn0036116	CG7888
FBgn0036117	FBgn0036117	CG6321
FBgn0036118	FBgn0036118	Blos2
FBgn0052069	FBgn0052069	CG32069
FBgn0052075	FBgn0052075	CG32075
FBgn0036121	FBgn0036121	CG6310
FBgn0263241	FBgn0263241	Mocs1
FBgn0010741	FBgn0010741	Pfdn2
FBgn0036124	FBgn0036124	CG7839
FBgn0020412	FBgn0020412	JIL-1
FBgn0036125	FBgn0286979	CG46439
FBgn0036125	FBgn0286980	Iyd
FBgn0083068	FBgn0083068	CG33947
FBgn0036126	FBgn0036126	Irbp18
FBgn0261112	FBgn0261112	APP-BP1
FBgn0036133	FBgn0036133	emei
FBgn0003462	FBgn0003462	Sod1
FBgn0036134	FBgn0036134	FoxK
